battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range,px_area,screen_area,build_score
1965,0,0.5,0,6,1,4,1.0,84,7,9,3535,16,1,1,1,3,1621820,102,84.0
833,1,2.2,0,4,0,27,0.9,124,1,6,2150,7,0,1,1,1,500805,45,137.77777777777777
571,0,0.6,0,1,1,43,0.5,141,3,8,2587,18,1,0,0,1,175392,35,282.0
1808,1,0.5,1,1,0,31,0.5,92,2,16,2736,8,0,0,1,3,862512,9,184.0
1860,0,0.5,1,2,1,55,0.7,83,6,3,676,4,1,0,1,0,155805,90,118.57142857142858
1368,1,1.6,1,4,0,9,0.1,115,7,7,2941,17,0,1,0,3,965235,156,1150.0
1161,0,1.3,1,0,1,21,0.6,126,8,12,3336,14,1,0,1,3,360052,24,210.0
1224,1,1.6,0,9,0,33,1.0,157,1,18,3796,13,1,1,0,3,293886,50,157.0
902,1,0.6,1,0,0,63,0.7,122,5,14,3654,15,0,1,1,3,495040,144,174.2857142857143
787,1,0.5,0,15,0,11,0.6,93,1,16,2934,14,1,0,1,2,1146938,48,155.0
854,0,0.5,0,2,0,30,0.5,125,8,5,2889,11,0,0,1,2,596736,10,250.0
1184,0,1.5,1,1,1,48,0.6,191,1,6,3315,14,1,1,1,3,818463,119,318.33333333333337
1973,0,1.6,1,5,1,39,0.8,152,4,6,1993,5,1,0,0,2,935352,54,190.0
510,0,1.7,1,3,0,35,0.8,120,3,6,2509,11,0,1,1,1,469096,34,150.0
966,0,2.0,0,8,1,34,0.5,118,2,10,3534,11,1,1,1,3,325922,306,236.0
1438,1,1.8,0,3,0,16,0.6,169,8,7,2246,15,0,0,0,2,744753,154,281.6666666666667
1986,0,0.5,0,7,0,51,0.4,95,3,9,3165,13,1,0,0,3,264708,30,237.5
1907,0,2.0,0,13,0,55,0.9,105,7,15,286,17,1,0,1,0,1078769,56,116.66666666666666
1489,0,2.4,1,8,0,32,0.6,200,1,16,776,8,0,0,0,0,139664,42,333.33333333333337
1843,1,1.8,1,13,1,16,0.7,134,6,18,3213,15,1,1,0,3,68440,210,191.42857142857144
825,1,1.5,0,11,0,38,0.4,94,3,18,716,14,0,1,0,0,422820,44,235.0
1286,1,2.3,0,10,1,16,0.1,98,2,18,424,4,1,1,0,0,11916,50,980.0
840,0,0.6,0,0,1,63,0.8,137,7,19,3486,18,1,1,0,3,1066947,96,171.25
757,0,2.3,1,5,1,58,0.2,163,4,7,3237,9,1,0,1,2,372895,228,815.0
814,1,1.1,1,2,0,41,0.8,177,2,10,1944,12,1,0,0,1,1535352,96,221.25
1195,1,1.1,1,2,1,8,0.9,80,6,6,643,19,1,0,0,0,327327,28,88.88888888888889
767,0,0.8,0,7,1,10,0.5,107,4,12,2317,12,1,1,1,2,1031415,36,214.0
1068,0,1.3,0,6,1,52,0.1,97,8,7,1436,15,1,0,0,1,1491000,16,970.0
994,1,2.8,1,0,0,56,0.5,173,3,3,3190,20,1,1,1,2,260230,10,346.0
1550,1,2.5,0,6,0,21,0.8,133,2,11,2338,15,0,1,0,2,222976,16,166.25
1878,1,0.5,0,9,0,29,0.6,85,8,19,1334,2,0,0,0,1,215460,126,141.66666666666669
623,0,2.0,0,2,0,6,0.1,127,3,4,3657,19,1,1,0,2,96768,51,1270.0
1829,1,0.5,0,0,1,15,0.4,160,5,7,2080,12,1,0,1,2,923643,176,400.0
525,0,2.4,1,11,0,35,0.8,190,7,20,1609,3,0,0,0,0,54940,176,237.5
1065,1,0.5,0,0,1,14,0.7,89,2,2,3078,18,1,0,1,2,174464,10,127.14285714285715
1425,0,1.2,0,9,1,35,0.7,127,8,14,590,6,1,1,1,0,284550,26,181.42857142857144
1296,0,1.4,1,3,0,11,0.2,129,7,4,2552,10,1,1,1,2,1688804,152,645.0
642,0,2.8,0,3,0,34,0.8,197,2,15,3355,13,0,0,0,2,334641,60,246.25
1664,1,2.9,1,9,1,15,0.5,177,7,19,1968,9,1,0,0,2,2272362,84,354.0
1498,1,0.7,0,3,1,8,0.1,170,7,4,3358,19,1,0,0,3,373372,21,1700.0
981,1,1.9,1,0,0,2,0.1,136,3,7,1539,19,0,0,0,0,51600,228,1360.0
1236,1,2.8,0,6,1,32,0.3,143,4,18,942,14,1,1,1,0,690276,192,476.6666666666667
1673,0,2.8,1,7,0,9,0.1,187,3,10,3669,10,1,0,1,3,47710,9,1870.0
712,1,1.6,0,6,1,9,0.8,172,2,14,3612,4,1,0,0,3,1087154,65,215.0
569,1,0.5,1,10,1,4,0.8,170,3,19,2351,10,1,1,0,1,406809,56,212.5
603,1,0.7,1,0,1,64,0.2,156,6,0,604,8,1,1,1,0,3625056,40,780.0
1332,0,0.8,1,2,0,11,0.5,187,2,4,1285,9,1,1,0,1,883070,30,374.0
1413,0,0.6,0,0,1,13,0.1,128,1,0,515,18,1,1,0,0,1959363,30,1280.0
1064,0,2.9,1,1,1,34,0.2,184,6,13,654,6,1,0,0,0,1843575,208,920.0
1444,0,0.6,0,2,0,48,0.5,82,5,17,2540,15,1,1,1,3,1696968,34,164.0
1366,1,1.7,1,5,1,53,0.2,161,5,9,3869,14,1,0,1,3,1213772,85,805.0
906,0,2.1,1,7,0,18,0.1,136,2,11,3412,16,1,0,0,3,1975886,104,1360.0
1554,0,2.7,1,3,1,47,0.7,185,5,12,509,19,1,0,0,0,436073,36,264.2857142857143
1187,0,2.3,0,0,1,21,0.2,122,6,6,2547,5,1,1,0,2,241875,30,610.0
1156,1,2.7,1,1,1,30,0.9,173,3,16,2735,13,1,0,1,2,1807785,240,192.22222222222223
1918,0,2.8,0,1,0,22,0.3,139,1,5,1369,6,0,1,1,1,458343,54,463.33333333333337
841,1,0.5,1,8,0,39,0.1,199,6,13,2942,16,0,1,1,2,452088,55,1990.0
730,1,1.3,1,6,0,6,0.9,167,7,10,2812,17,0,0,0,2,1265880,10,185.55555555555554
878,1,1.3,0,13,1,31,0.5,153,4,18,3497,11,1,1,0,2,355350,63,306.0
1059,0,0.5,1,0,0,50,0.7,182,8,1,619,18,0,1,1,0,801855,15,260.0
1578,0,2.9,0,8,0,3,0.9,200,1,20,3483,16,1,0,0,3,229140,68,222.22222222222223
1829,0,1.7,0,0,0,36,0.8,112,5,1,1475,7,0,0,0,1,163833,44,140.0
1132,0,1.0,0,0,0,8,0.1,157,1,4,1950,6,0,1,1,1,1410663,22,1570.0
1652,0,0.6,1,4,1,40,1.0,198,7,6,3592,6,1,0,0,3,381568,42,198.0
912,0,0.5,1,0,0,58,0.3,107,5,1,3573,20,1,1,0,3,284295,51,356.6666666666667
1181,0,2.3,0,12,1,61,0.6,116,2,16,2020,18,1,1,0,1,319935,36,193.33333333333334
1497,1,0.7,0,5,0,32,0.7,92,3,9,1329,7,1,1,0,2,3711360,6,131.42857142857144
1790,1,2.3,1,3,1,49,0.5,100,3,11,3568,18,1,0,1,3,784080,12,200.0
1742,1,1.6,0,3,0,49,0.8,100,1,9,1947,6,1,0,1,2,1665846,20,125.0
1549,1,0.5,0,4,0,8,0.4,158,5,7,1998,15,1,1,0,2,1091594,84,395.0
1372,1,2.7,0,7,0,34,0.4,193,4,17,725,20,1,0,0,0,643719,33,482.5
1112,0,0.5,0,0,1,12,0.9,190,4,6,3302,20,1,1,1,3,869463,66,211.11111111111111
1005,0,0.5,0,0,0,46,0.4,133,8,17,3884,20,0,1,1,3,273856,102,332.5
783,1,1.7,1,9,1,27,0.3,150,6,11,1185,6,1,1,1,0,578454,60,500.0
1698,0,2.5,0,10,1,26,0.4,105,2,18,1656,17,1,0,1,2,882215,15,262.5
899,1,2.7,0,3,1,53,0.3,192,4,11,2870,10,1,0,1,2,1049958,304,640.0
1062,0,1.5,0,3,0,45,0.2,151,3,4,911,9,0,0,0,0,1145130,28,755.0
989,1,2.0,0,4,0,17,0.2,166,3,19,3892,19,1,1,0,3,356864,126,830.0
1983,1,1.2,1,6,1,27,0.6,125,1,11,3897,10,1,1,1,3,442890,120,208.33333333333334
1800,1,3.0,0,5,0,53,0.3,87,1,12,656,18,0,0,1,0,211628,140,290.0
1254,0,1.7,0,0,1,45,0.4,146,3,3,606,2,1,1,1,1,3072876,14,365.0
868,0,1.7,0,0,0,30,0.8,83,4,0,1653,17,1,0,0,1,283176,77,103.75
1205,0,0.5,1,3,0,12,0.6,175,4,6,860,14,1,0,1,0,351822,14,291.6666666666667
1284,1,2.8,1,0,0,10,0.9,155,2,14,2197,9,0,1,1,1,82560,32,172.22222222222223
626,0,0.7,1,2,1,23,0.5,187,2,9,3458,11,1,0,1,2,120060,35,374.0
1763,0,2.9,1,1,1,53,0.2,101,4,20,2066,17,1,1,1,1,111228,108,505.0
694,1,1.8,1,15,0,36,0.4,193,4,20,3676,5,1,0,1,3,1209090,96,482.5
1265,0,0.6,1,4,1,49,0.5,90,1,5,1518,8,1,0,1,1,188925,176,180.0
816,1,0.5,0,4,0,14,0.9,198,3,13,1018,15,1,0,0,0,83142,170,220.0
904,0,1.8,0,3,1,35,0.4,168,3,4,1360,11,1,0,0,0,21294,180,420.0
979,0,0.5,1,0,1,5,0.5,164,7,2,3449,14,1,0,0,3,1324310,10,328.0
1531,0,2.0,0,0,1,60,0.4,162,6,1,2524,7,1,0,0,2,478125,143,405.0
934,0,2.0,1,2,0,30,0.7,182,8,15,703,7,0,0,1,0,619990,80,260.0
1624,1,2.6,1,0,0,58,1.0,200,3,11,1251,18,0,1,1,1,2668320,52,200.0
874,0,1.3,0,5,0,8,0.5,185,1,20,582,15,0,0,0,0,551616,24,370.0
1027,1,2.2,0,0,0,63,0.8,102,5,4,1732,13,0,1,1,1,108528,40,127.5
1966,0,0.8,1,15,1,48,0.2,144,1,16,1252,19,1,1,1,2,2450466,24,720.0
1048,1,1.5,0,2,1,29,1.0,182,1,4,2146,2,1,0,0,1,48430,110,182.0
1496,1,1.9,1,13,0,38,0.1,126,4,14,1927,6,0,0,1,1,253506,68,1260.0
959,1,1.7,0,15,0,13,0.4,155,4,16,3328,10,1,1,1,2,64032,90,387.5
1349,1,2.2,1,5,0,55,0.1,105,7,7,2462,17,1,0,1,2,660312,105,1050.0
1689,1,2.4,1,0,1,13,0.9,168,2,9,1172,17,1,1,1,0,351154,132,186.66666666666666
1558,1,2.4,0,0,1,27,0.1,146,1,1,3598,12,1,0,1,3,169080,18,1460.0
582,0,0.5,1,3,0,27,0.2,168,3,10,2437,2,1,1,1,2,1398700,38,840.0
1485,0,2.8,0,3,1,44,0.1,138,4,14,3271,8,1,1,0,3,263934,168,1380.0
1991,1,1.8,0,11,0,9,0.7,94,3,12,1511,9,0,0,0,1,1034127,136,134.2857142857143
553,0,0.5,1,2,1,23,0.5,119,3,3,2981,14,1,0,0,2,1506381,21,238.0
1231,0,0.7,1,2,0,7,0.9,113,1,7,3119,15,1,1,0,3,71509,36,125.55555555555556
805,0,0.8,0,1,0,34,0.6,88,6,2,3647,9,1,0,1,3,1940956,198,146.66666666666669
764,1,1.2,1,1,0,13,1.0,152,8,2,3148,6,1,1,0,2,184471,126,152.0
894,0,0.9,0,5,1,54,0.2,130,3,15,2829,13,1,0,1,2,56264,55,650.0
1589,0,2.6,0,9,0,46,0.4,84,3,16,2373,20,1,1,0,2,580920,99,210.0
1456,0,1.6,1,9,1,39,0.1,80,8,10,3998,13,1,1,0,3,1357790,18,800.0
743,0,0.5,1,0,1,33,0.3,95,2,1,316,4,1,0,0,0,2632833,190,316.6666666666667
1061,1,2.1,0,3,1,52,0.1,109,7,4,999,9,1,1,0,0,183540,192,1090.0
1428,1,1.6,0,0,0,7,0.1,153,4,2,1808,13,0,1,0,1,574072,96,1530.0
674,1,2.8,1,0,1,8,0.2,93,3,0,589,4,1,1,0,0,579000,108,465.0
832,0,1.1,0,0,1,46,0.3,93,6,0,3317,19,1,1,0,3,1120120,48,310.0
1625,1,0.5,1,2,1,50,0.1,107,8,17,670,8,1,0,0,0,9752,48,1070.0
907,0,1.4,1,3,0,42,0.2,151,1,16,584,6,1,0,0,0,86697,99,755.0
1631,0,0.5,0,2,1,13,0.5,166,2,16,2173,8,1,1,0,2,1665600,36,332.0
1584,1,1.3,0,6,0,41,0.6,135,4,15,1561,17,0,0,1,1,206560,50,225.0
1382,1,0.5,0,7,1,13,0.3,199,2,18,2073,9,1,0,1,1,440028,112,663.3333333333334
633,1,1.4,0,0,1,46,0.7,102,6,10,1401,11,1,1,0,1,1357735,266,145.71428571428572
1444,1,2.1,0,9,0,38,0.4,104,7,16,3764,10,0,0,0,3,572208,126,260.0
852,1,1.6,1,6,1,54,0.4,147,5,7,1275,12,1,0,1,0,392740,91,367.5
922,1,0.7,0,0,1,47,1.0,157,8,14,1464,12,1,0,1,1,2341360,68,157.0
1745,0,1.5,1,4,1,57,0.1,159,3,16,2885,5,1,1,1,3,2220912,143,1590.0
862,0,2.3,0,9,1,6,0.1,107,8,14,3458,9,1,1,1,3,1638933,36,1070.0
1754,1,2.1,1,1,1,52,1.0,101,4,3,3019,19,1,0,1,3,288948,66,101.0
1008,0,2.5,0,3,0,36,1.0,109,1,14,1083,6,0,0,0,1,1626900,24,109.0
1569,0,0.5,1,3,0,33,0.2,147,1,13,3538,15,1,0,1,3,482670,18,735.0
1596,0,2.9,1,7,0,7,0.7,149,2,9,2493,13,1,1,1,2,201110,168,212.85714285714286
1807,1,0.5,1,2,1,61,0.1,134,6,6,3726,15,1,0,0,3,3412512,40,1340.0
1660,0,2.8,1,4,0,7,0.8,184,1,6,1531,7,0,0,0,1,88540,72,230.0
1861,1,0.9,0,4,1,55,0.5,148,7,8,601,4,1,0,0,1,3187146,35,296.0
648,0,1.9,1,4,0,8,1.0,91,5,19,2991,4,0,0,1,2,1635543,56,91.0
1379,0,0.5,1,1,0,19,0.3,134,8,17,3912,19,0,1,1,3,259677,22,446.6666666666667
1910,1,1.7,0,0,0,34,0.6,115,2,0,309,10,0,0,1,0,1264740,32,191.66666666666669
1807,0,2.0,1,0,1,13,0.5,155,8,0,323,3,1,1,1,0,944780,27,310.0
1923,0,0.5,1,7,0,46,0.5,191,1,10,1489,3,1,1,1,1,1349153,90,382.0
1345,1,3.0,0,7,1,38,0.1,162,3,11,1322,15,1,0,0,1,750080,18,1620.0
904,0,1.6,1,5,1,14,0.2,102,8,9,1846,3,1,0,1,1,42560,42,510.0
1239,0,1.2,1,5,1,52,0.9,122,2,10,417,6,1,0,1,0,389990,48,135.55555555555554
1330,0,0.9,0,6,1,52,0.8,84,4,12,3269,8,1,1,0,3,602448,114,105.0
516,1,0.7,1,1,0,30,0.9,138,1,12,3731,15,0,0,0,2,87948,221,153.33333333333334
672,1,0.5,1,0,0,54,0.9,95,4,11,667,14,0,0,0,0,660654,136,105.55555555555556
892,1,0.5,0,0,1,47,0.4,94,1,18,1241,9,1,0,1,1,1167210,36,235.0
1778,0,0.5,0,0,1,23,0.5,101,6,11,3941,13,1,0,0,3,1485460,114,202.0
1130,1,2.5,0,4,1,58,0.1,132,5,14,1018,16,1,0,0,0,110968,17,1320.0
1359,0,0.6,0,4,0,59,0.3,86,2,6,3142,17,0,1,1,3,3218184,57,286.6666666666667
1866,1,2.5,1,3,1,47,0.8,89,5,9,1444,20,1,0,0,1,637956,28,111.25
1597,0,2.3,0,11,0,34,0.4,89,1,14,934,9,0,1,0,0,106688,160,222.5
1046,1,2.8,1,0,1,58,0.2,100,8,0,3863,9,1,1,1,3,269360,204,500.0
1035,0,0.6,1,2,1,44,0.5,99,3,3,3506,12,1,1,0,3,462560,70,198.0
1175,1,1.3,0,2,0,19,0.3,164,7,9,1944,9,1,1,0,1,1216962,36,546.6666666666667
1261,1,0.5,1,0,1,11,0.2,90,4,0,348,14,1,0,1,0,1365078,126,450.0
1068,0,0.7,1,9,0,51,0.5,124,4,15,550,6,1,1,0,0,2683550,96,248.0
1713,0,3.0,1,5,1,20,0.9,104,7,17,971,10,1,0,0,0,210930,110,115.55555555555556
1688,0,2.5,0,0,1,21,0.2,170,7,0,3984,8,1,1,1,3,561600,238,850.0
1413,1,0.5,1,4,1,45,0.4,104,5,6,2973,15,1,0,1,3,3886306,136,260.0
559,1,0.5,0,10,0,11,0.4,82,5,14,2019,16,1,1,1,1,445243,40,205.0
1483,1,2.6,1,13,0,19,0.6,146,7,19,1587,19,0,0,0,1,560272,36,243.33333333333334
860,1,1.6,1,13,0,48,0.5,187,7,18,1870,18,1,0,0,1,490105,34,374.0
1090,0,1.3,1,5,0,27,0.1,91,4,16,1352,11,0,1,0,1,3128580,5,910.0
686,1,0.5,0,11,0,3,0.3,91,6,15,570,19,0,1,0,0,1543728,42,303.33333333333337
818,0,1.3,0,14,0,43,0.9,177,6,15,546,7,1,1,1,0,56610,72,196.66666666666666
1456,0,1.6,1,5,0,49,0.2,193,3,20,3624,16,1,1,0,3,1833695,132,965.0
774,0,0.5,1,2,1,10,0.5,188,2,9,2944,2,1,1,1,2,2561880,48,376.0
1068,0,0.5,1,0,1,19,0.9,197,8,9,1209,12,1,1,0,0,281750,228,218.88888888888889
1373,1,1.9,1,1,1,29,0.9,141,6,12,2752,7,1,1,1,3,1644560,30,156.66666666666666
1777,1,3.0,0,3,0,20,0.6,188,6,5,3868,7,0,1,1,3,314776,5,313.33333333333337
594,0,0.8,0,2,1,28,0.1,132,5,3,3087,4,1,1,1,2,1276893,64,1320.0
1524,0,2.6,1,5,0,57,0.5,124,2,12,947,16,0,1,1,0,399415,44,248.0
511,1,0.6,1,12,0,50,0.1,175,3,16,1484,8,1,0,0,0,87080,63,1750.0
1402,1,0.6,1,3,0,46,0.3,87,7,12,347,12,1,0,1,0,1910127,102,290.0
965,1,0.5,0,15,0,53,1.0,131,8,19,3227,8,1,0,0,2,193941,72,131.0
1270,1,2.3,0,0,0,58,0.5,104,5,1,3299,16,0,0,1,3,2594592,52,208.0
919,0,0.5,1,11,0,13,0.3,159,1,15,1028,17,1,0,0,0,156750,32,530.0
1963,1,1.0,0,16,1,34,0.1,157,2,17,714,2,1,0,1,1,2059568,36,1570.0
1977,0,1.3,1,2,0,31,0.4,173,8,6,2641,7,0,0,0,3,1552620,16,432.5
1881,0,2.2,0,4,0,51,0.3,158,5,7,1229,14,1,0,0,1,740781,72,526.6666666666667
683,0,0.7,0,5,0,19,0.9,173,4,17,2622,5,0,0,1,2,1893690,48,192.22222222222223
772,0,2.6,1,7,0,6,0.1,100,2,10,929,18,0,1,1,0,1090011,78,1000.0
536,1,1.4,0,0,1,53,0.7,135,3,0,1211,7,1,0,1,0,385635,150,192.85714285714286
1694,0,1.8,0,0,0,53,1.0,186,6,0,1653,6,1,0,0,2,1442352,35,186.0
1633,0,1.7,1,3,1,33,0.9,111,2,19,511,7,1,1,0,0,132276,54,123.33333333333333
1371,0,0.5,0,4,0,52,0.5,167,4,19,3034,8,0,0,0,2,312273,78,334.0
551,1,2.8,0,0,1,54,0.1,172,7,15,1414,19,1,0,1,0,323804,6,1720.0
1221,0,0.5,0,1,1,28,0.5,139,1,7,2438,10,1,1,1,3,3744520,143,278.0
1000,1,0.5,0,12,0,63,0.7,179,8,18,3744,7,0,0,1,3,2706657,11,255.71428571428572
1986,0,2.7,1,3,1,64,0.2,162,4,20,1377,15,1,1,1,1,358720,15,810.0
1119,0,0.5,1,0,1,23,0.4,164,4,1,3520,7,1,0,0,3,751215,28,410.0
1699,0,0.5,1,1,0,59,0.5,97,4,3,3796,12,0,1,1,3,823888,170,194.0
1099,0,0.5,0,13,1,61,0.3,146,3,20,1699,3,1,1,1,1,430728,170,486.6666666666667
1576,0,2.6,0,7,0,58,0.2,90,3,16,336,13,1,1,1,0,252400,112,450.0
950,1,0.5,0,9,0,55,0.1,156,5,10,1095,13,0,1,0,0,652482,168,1560.0
1081,1,2.5,1,13,0,49,1.0,99,3,17,325,6,0,0,1,0,147396,9,99.0
606,0,2.5,0,1,1,53,0.2,146,4,2,1223,7,1,0,0,0,535680,228,730.0
502,0,1.5,1,7,0,37,0.2,199,2,12,1649,14,0,1,0,1,1276050,6,995.0
957,1,0.7,0,0,1,4,0.1,160,2,0,1898,3,1,1,0,1,63916,48,1600.0
1658,1,1.4,1,0,1,38,0.3,159,5,0,2609,19,1,0,0,2,37689,132,530.0
1681,1,2.5,1,6,0,18,0.3,167,1,7,2265,20,1,1,1,2,854250,15,556.6666666666667
1983,1,0.5,1,3,0,43,1.0,87,6,10,2775,3,0,1,1,2,235924,36,87.0
1753,0,1.2,0,8,1,12,0.9,113,7,17,1445,12,1,1,1,1,617265,272,125.55555555555556
1632,1,1.4,0,0,0,41,0.1,132,4,1,2614,15,1,0,0,2,1145838,20,1320.0
1949,1,1.4,0,7,0,57,0.3,145,7,11,356,19,0,0,0,0,1120278,15,483.33333333333337
1696,0,1.7,0,1,0,13,0.9,97,3,2,523,4,0,1,1,0,138188,30,107.77777777777777
688,0,2.5,1,0,0,57,0.8,131,7,3,3745,4,0,1,0,3,836664,17,163.75
1104,0,1.7,0,1,1,60,0.4,199,2,13,1229,3,1,1,1,0,922689,36,497.5
1122,0,2.8,0,0,0,28,0.6,184,3,4,1402,3,0,1,0,1,3097614,140,306.6666666666667
504,1,0.5,1,2,1,46,0.9,172,5,14,2085,8,1,0,0,1,502600,65,191.11111111111111
1154,0,0.5,0,12,1,14,0.7,156,7,14,587,4,1,1,1,0,452051,24,222.85714285714286
1727,0,2.1,0,2,1,63,0.6,85,7,8,2457,7,1,0,1,3,2914296,247,141.66666666666669
1674,0,2.8,1,0,1,52,0.2,89,3,7,2030,6,1,0,0,2,2361368,42,445.0
1948,0,2.8,1,5,1,18,0.2,135,2,14,816,3,1,0,0,0,272367,32,675.0
1218,1,2.8,1,3,0,39,0.8,150,7,14,1667,12,0,0,0,1,1959012,60,187.5
531,0,1.1,0,10,0,63,0.7,189,7,14,2958,19,0,1,0,2,275935,17,270.0
1057,0,2.1,0,4,0,5,0.5,154,5,13,3705,13,1,0,0,3,438880,24,308.0
576,0,1.2,0,1,0,30,0.8,162,8,5,2800,16,0,1,1,2,756371,66,202.5
1960,1,2.1,0,1,0,7,0.2,165,7,9,3773,6,0,1,1,3,761236,99,825.0
673,1,1.7,1,3,1,22,0.1,88,1,5,2050,17,1,1,0,1,646272,14,880.0
718,0,0.7,1,0,1,21,0.8,88,1,7,1754,9,1,0,1,1,429940,187,110.0
864,0,1.7,0,3,1,35,0.3,103,3,7,1904,13,1,1,1,1,1196715,96,343.33333333333337
547,0,1.9,1,1,0,37,0.4,154,5,4,2705,10,1,1,0,1,200711,51,385.0
623,1,0.9,0,1,1,3,0.1,102,8,7,3537,3,1,0,1,3,3114969,208,1020.0
1793,0,0.7,1,11,0,27,0.4,154,5,13,1370,19,1,0,1,1,423092,48,385.0
1720,1,0.7,1,0,0,19,0.1,137,2,3,1222,7,0,0,0,1,264214,26,1370.0
812,0,0.5,1,1,0,64,1.0,106,4,7,3102,2,0,0,0,2,45815,36,106.0
980,1,0.5,0,0,1,33,0.9,160,6,0,2268,4,1,1,0,2,1772064,35,177.77777777777777
643,0,1.0,0,9,1,18,0.2,187,8,12,2648,18,1,1,1,1,476918,35,935.0
1925,0,3.0,1,0,1,16,0.8,175,8,11,2173,19,1,1,0,2,1068521,21,218.75
1408,1,2.5,0,3,0,32,0.1,151,4,6,3162,3,1,0,0,3,859250,342,1510.0
1522,1,0.7,1,4,0,28,0.2,124,1,5,1368,17,1,0,1,1,1133832,70,620.0
587,1,2.5,0,16,1,51,0.6,111,1,17,2746,7,1,0,1,2,332084,40,185.0
1959,0,0.5,1,5,0,18,0.7,191,6,20,619,8,1,1,1,0,68575,28,272.8571428571429
1872,0,0.5,1,3,0,17,0.7,89,6,6,724,9,1,0,1,1,3090483,51,127.14285714285715
1043,1,0.5,0,7,0,42,0.1,111,3,8,912,6,0,1,0,0,1164216,144,1110.0
1809,0,0.5,0,6,0,23,0.7,123,6,19,2784,20,1,1,1,3,719213,72,175.71428571428572
1703,1,0.5,0,5,1,23,0.2,92,6,7,793,17,1,1,0,0,69814,21,460.0
1095,1,0.5,0,4,0,45,0.5,197,1,5,560,10,1,1,0,0,223213,9,394.0
1414,0,2.6,0,1,0,27,0.6,137,4,20,312,8,0,0,1,0,1257456,10,228.33333333333334
1659,1,2.5,0,2,0,41,0.1,88,7,18,545,9,0,1,1,0,1192305,72,880.0
1540,0,0.7,1,1,0,60,0.8,197,7,12,1591,2,1,0,1,1,578688,114,246.25
1342,0,1.0,0,0,1,31,0.6,86,7,1,2746,10,1,1,0,3,1623258,75,143.33333333333334
1189,1,2.3,0,13,0,8,0.5,198,3,14,893,13,1,1,0,0,353228,54,396.0
518,1,2.4,0,0,1,62,0.6,128,6,0,2514,7,1,1,1,1,347190,192,213.33333333333334
1449,0,0.8,1,3,1,10,0.2,144,1,12,1032,8,1,1,1,1,2858394,60,720.0
516,0,1.1,1,0,1,39,0.4,91,5,7,819,10,1,1,1,0,1197855,48,227.5
1569,0,0.8,1,8,0,59,0.9,111,3,16,3672,15,1,0,1,3,1743963,30,123.33333333333333
1312,1,0.8,1,0,0,24,0.9,156,6,0,3833,17,0,1,0,3,205965,182,173.33333333333334
1893,1,0.5,1,1,0,23,0.1,179,8,3,1482,17,0,1,0,2,1722696,105,1790.0
1076,0,2.5,0,3,0,14,0.2,105,5,4,2043,14,0,0,0,1,708500,35,525.0
530,1,2.6,0,1,0,40,0.9,118,6,2,1229,2,0,1,0,0,891620,176,131.11111111111111
1044,1,2.8,1,7,0,33,0.6,129,4,13,1816,15,1,0,1,1,53004,272,215.0
1330,0,1.1,0,11,0,37,0.7,126,7,20,2166,4,1,0,0,2,1805611,10,180.0
1836,0,1.1,1,0,0,14,0.7,104,5,1,2469,7,1,1,1,2,179424,108,148.57142857142858
1741,1,0.5,0,1,1,55,0.1,140,5,3,2575,7,1,1,1,2,542845,130,1400.0
1869,0,2.6,0,0,1,30,0.4,152,1,13,1375,19,1,0,0,1,142462,45,380.0
1331,0,0.5,0,8,0,55,0.9,146,3,15,1732,11,1,0,1,1,1779022,12,162.22222222222223
1655,1,0.5,1,6,1,4,0.1,105,3,12,673,12,1,0,0,0,843848,30,1050.0
605,0,1.5,0,9,1,18,0.9,162,2,14,2301,8,1,0,0,1,215824,135,180.0
1245,1,0.6,0,2,0,30,0.7,105,5,3,2676,7,1,0,0,2,473220,136,150.0
1709,1,0.8,0,8,1,58,0.8,136,2,10,1781,17,1,0,0,2,1235152,54,170.0
846,1,2.6,0,0,1,58,0.1,123,4,15,2248,13,1,0,0,2,2260620,128,1230.0
1403,1,2.5,1,3,0,62,0.9,90,4,13,921,18,1,0,0,0,352191,182,100.0
688,1,1.5,0,0,0,2,1.0,89,3,2,391,8,1,1,1,0,235499,10,89.0
775,1,2.5,1,1,1,10,0.1,185,7,14,1719,18,1,1,1,1,690420,57,1850.0
1154,0,2.0,0,6,1,35,0.8,159,5,16,3262,16,1,0,0,3,1832481,240,198.75
1375,0,0.5,1,2,1,35,0.1,194,2,3,1947,15,1,1,1,1,175244,195,1940.0
1827,1,0.8,0,4,0,61,0.9,130,7,9,2693,7,0,1,1,3,446292,24,144.44444444444443
1697,0,0.5,0,0,1,60,0.1,90,4,0,441,11,1,1,0,0,92048,15,900.0
741,0,1.5,0,1,0,14,0.3,178,5,13,1886,9,1,1,1,0,198396,209,593.3333333333334
1672,1,0.5,1,13,1,32,0.7,174,1,20,1267,20,1,1,0,1,2428776,68,248.57142857142858
514,1,0.7,0,4,0,57,0.1,186,3,7,687,20,1,1,1,0,221760,36,1860.0
1375,1,1.3,1,2,0,12,0.1,105,1,13,2890,12,0,0,0,3,1514926,17,1050.0
989,1,1.8,1,4,1,55,0.7,124,1,12,1737,10,1,0,1,1,49174,40,177.14285714285717
